Contract Year,Sample ID,Population,Type,Date collected,Subsp.,Sex,Processed?,Extracted Sample Location,Sample Plate,Backup Sample in Lysis?,Leftover of Original Sample?,Sample Location,,,,,,,,,,,,,
NA,PANP23,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,PANP24,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,PANP74,PANP,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,PB101,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB102,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB103,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB104,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB105,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB106,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB107,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB108,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB109,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB110,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB111,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB112,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB113,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB114,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB115,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB116,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB117,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB118,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB119,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB120,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB121,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB122,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB123,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB124,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB125,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB126,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB127,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB128,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB129,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB130,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB132,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB133,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB134,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,PB135,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,Pool 6,Intern control,Freeze-dried ruminal content ,NA,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,Pool 8,Intern control,Freeze-dried ruminal content ,NA,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 17,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 11,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 12,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 14,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 16,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 18,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 19,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 2,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 20,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 23,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 24,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 25,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 26,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 3,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 31,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 34,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 35,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 38,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 39,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 4,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 41,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 43,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 45,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 48,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 50,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 51,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 52,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 54,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 55,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 57,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 6,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 61,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 62,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 68,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 70,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 71,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 72,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 73,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 74,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 75,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 8,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 80,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 82,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample 85,PANP,,2021-02-16,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample no info 2,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,sample no info 3,PANP,,,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WB101,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB102,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB103,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB104,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB105,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB106,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB107,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB108,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB109,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB110,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB111,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB112,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB113,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB114,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB115,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB116,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB117,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB118,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB119,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB120,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB121,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB122,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB123,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB124,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB125,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB126,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB127,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB128,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB129,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB130,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB131,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB132,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB133,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB134,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WB135,,,,,,Thesis Samples - Mikaella,EINP Sampling Oct 2024 - Swab DNA  Box,,,,,,,,,,,,,,,,,
NA,WBNP_SW-1,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1012,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1014,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1015,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1016,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1017,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1018,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1019,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1020,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1021,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1129,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1131,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1133,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1134,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1137,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1138,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1139,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP1140,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1149,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP1150,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP117,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP118,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP738,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP749,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP750,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP751,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP752,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP753,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP754,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP755,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP758,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP759,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP761,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP763,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP764,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP765,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP766,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP767,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP768,,,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,,,,,,,,,,,,,,,,,
NA,WBNP769,,,,,,Thesis Samples - Mikaella,Kyle Lab?,,,,,,,,,,,,,,,,,
NA,WBNP771,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP772,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP773,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP774,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP775,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP776,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP777,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP778,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP779,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP780,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP781,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP782,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP783,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP784,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP785,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP786,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP787,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP788,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP789,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP790,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP791,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP792,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP793,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP794,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP795,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP796,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP797,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP798,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP799,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP800,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP801,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP802,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP803,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP804,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP805,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP806,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP807,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP808,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP809,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP810,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Swab DNA Reruns Box,NA,,,,,,,,,,,,,,,,
NA,WBNP811,WBNP,Fecal,,,,Thesis Samples - Mikaella,Bison Fecal Swabs DNA Box,NA,,,,,,,,,,,,,,,,
NA,WNP-62-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-63-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-64-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-66-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-67-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-74-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-75-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-76-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
NA,WNP-77-Fe,Waterton National Park,Fecal,2022-06-29,,,Thesis Samples - Mikaella,Kyle Lab?,NA,,,,,,,,,,,,,,,,
